test_reward,test_reward_std,best_reward,best_reward_std,best_epoch,loss,gradient_step,env_step,rew,bl_rew,len,n/ep,n/st,epoch
127.355886661373,39.5107960351174,121.552976453006,38.7568593820929,0,-18.322270117308,40,1293,140.825595704764,94.7398465494812,12,100,1293,1
127.458218921721,36.9729706276557,121.552976453006,38.7568593820929,0,-20.4981434515544,80,2603,129.142310118079,95.2938896520063,13,100,1310,2
120.813113689423,30.3216854720509,120.813113689423,30.3216854720509,3,-16.7454616582394,120,3900,118.630211863369,95.560541549325,12,100,1297,3
127.222646682858,39.7126156794473,120.813113689423,30.3216854720509,3,-13.4408100235462,160,5202,119.391436876357,96.2497665775381,13,100,1302,4
121.162433026209,35.949971466496,120.813113689423,30.3216854720509,3,-16.4781851005554,200,6509,127.740897400826,97.2339450931549,13,100,1307,5
119.823698439896,33.9189740604334,119.823698439896,33.9189740604334,6,-21.7673677182198,240,7803,117.557428380996,90.8915756029636,12,100,1294,6
117.885150218904,33.9774677462592,117.885150218904,33.9774677462592,7,-24.4461506187916,280,9104,122.852288117111,96.4350657215714,13,100,1301,7
123.442683848999,32.9153616420397,117.885150218904,33.9774677462592,7,-17.7810559356213,320,10399,119.762601140849,98.4695802615583,12,100,1295,8
118.640131736994,29.5078685718166,117.885150218904,33.9774677462592,7,-17.5531269776821,360,11693,119.241079236269,95.6420743794739,12,100,1294,9
123.494770540297,40.9856082567117,117.885150218904,33.9774677462592,7,-23.7897963029146,400,12992,117.825254816562,93.7935734184086,12,100,1299,10
120.702976473868,29.2212480708525,117.885150218904,33.9774677462592,7,-26.1058300715685,440,14286,120.242775573581,96.4214920362458,12,100,1294,11
124.991217457056,34.7395822527181,117.885150218904,33.9774677462592,7,-22.9583031517267,480,15586,121.432846511155,97.6919504751265,13,100,1300,12
120.212815094814,30.5487971609745,117.885150218904,33.9774677462592,7,-25.8272337961197,520,16884,121.181409751847,94.3311311871558,12,100,1298,13
116.85060477376,32.6579794578592,116.85060477376,32.6579794578592,14,-33.3047979724407,560,18193,124.952912555337,98.7964778329432,13,100,1309,14
114.537384665012,36.2387999665633,114.537384665012,36.2387999665633,15,-32.6400346565247,600,19479,117.62300898239,94.5953946739435,12,100,1286,15
115.180465891324,35.3302551231627,114.537384665012,36.2387999665633,15,-36.4690352988243,640,20774,117.033782179542,94.0231543425843,12,100,1295,16
113.529044472873,26.9079673493154,113.529044472873,26.9079673493154,17,-29.9035521137714,680,22075,116.362579030991,96.8375026497245,13,100,1301,17
123.643616170213,36.6408635866555,113.529044472873,26.9079673493154,17,-30.6791230165958,720,23370,119.177781743184,96.0959304200858,12,100,1295,18
116.486401143372,30.5115144209739,113.529044472873,26.9079673493154,17,-28.704883493185,760,24665,118.308505458608,97.3928508064896,12,100,1295,19
118.942460421622,30.9734169041691,113.529044472873,26.9079673493154,17,-39.1744483184814,800,25966,118.430550088733,94.8092056355253,13,100,1301,20
124.427538113296,31.2511113654641,113.529044472873,26.9079673493154,17,-46.5263644528389,840,27264,119.033133714944,96.5000984095037,12,100,1298,21
119.927624311876,33.3865382856681,113.529044472873,26.9079673493154,17,-52.9226681447029,880,28560,124.404671396613,97.8306169030815,12,100,1296,22
120.970800457671,35.2036243083785,113.529044472873,26.9079673493154,17,-49.6466062879562,920,29862,123.391024952233,99.6176860398054,13,100,1302,23
125.057778691612,36.0508262242654,113.529044472873,26.9079673493154,17,-54.1721254348755,960,31152,120.336815839708,93.8274480056018,12,100,1290,24
114.772883874029,31.4310438504915,113.529044472873,26.9079673493154,17,-57.1408581161499,1000,32451,119.786439339817,93.6125637701154,12,100,1299,25
123.266611964107,36.5507711887595,113.529044472873,26.9079673493154,17,-59.0645643401146,1040,33752,116.501961822584,93.1000206554681,13,100,1301,26
120.567894323692,30.5274083105215,113.529044472873,26.9079673493154,17,-61.9455286026001,1080,35047,125.270603190511,96.3202516213059,12,100,1295,27
112.33221004393,32.4307542190491,112.33221004393,32.4307542190491,28,-62.7787908768654,1120,36336,121.07646419853,93.5318318726495,12,100,1289,28
116.686707021259,31.1323303165264,112.33221004393,32.4307542190491,28,-59.5771109414101,1160,37636,116.188362068534,93.5010991100967,13,100,1300,29
121.854780023992,32.742755611728,112.33221004393,32.4307542190491,28,-65.8332517766953,1200,38927,122.552387682796,95.0056787999719,12,100,1291,30
122.117699653208,31.5427473028817,112.33221004393,32.4307542190491,28,-71.9676245164871,1240,40230,118.166141948104,92.176812313823,13,100,1303,31
123.458418777436,36.287874515989,112.33221004393,32.4307542190491,28,-72.6011498641968,1280,41514,120.379790842533,94.8253588198125,12,100,1284,32
118.478412744738,33.5969585678409,112.33221004393,32.4307542190491,28,-70.4073304009438,1320,42813,124.981600010991,98.9165752341784,12,100,1299,33
114.826344936341,33.57810756666,112.33221004393,32.4307542190491,28,-77.631723549366,1360,44106,117.347961672693,91.5610264006257,12,100,1293,34
123.688676890377,33.9902337167906,112.33221004393,32.4307542190491,28,-70.61951141119,1400,45406,115.272803303748,90.7362772122026,13,100,1300,35
119.909685543031,36.787859059041,112.33221004393,32.4307542190491,28,-76.6500299358368,1440,46694,123.943016622551,96.6428724737838,12,100,1288,36
118.935486074686,33.9988818779566,112.33221004393,32.4307542190491,28,-70.8277280855179,1480,47987,115.033845997155,93.2481242692005,12,100,1293,37
126.26709012337,38.8304520493681,112.33221004393,32.4307542190491,28,-64.1454517316818,1520,49288,118.63797044456,97.5846134358644,13,100,1301,38
