test_reward,test_reward_std,best_reward,best_reward_std,best_epoch,loss,gradient_step,env_step,rew,bl_rew,len,n/ep,n/st,epoch
243.955986402929,65.8618477692512,243.955986402929,65.8618477692512,1,-46.129060624351,83,2672,252.057957465351,169.976867661253,26,100,2672,1
254.371448148265,66.3824305816583,243.955986402929,65.8618477692512,1,-61.3349168014526,165,5325,262.352406049073,175.067959710918,26,100,2653,2
254.403779985309,66.2571658161342,243.955986402929,65.8618477692512,1,-82.3863650417328,248,7996,251.097746692598,163.605923890844,26,100,2671,3
261.664135905802,61.0056060862678,243.955986402929,65.8618477692512,1,-97.8270222377777,330,10645,253.02503314428,173.066191822886,26,100,2649,4
258.242991930246,62.6300796539488,243.955986402929,65.8618477692512,1,-145.965043497086,413,13314,257.129349375181,169.488979902361,26,100,2669,5
251.093141124248,55.1529536355331,243.955986402929,65.8618477692512,1,-141.258626298904,496,15975,252.906638537645,177.884013085738,26,100,2661,6
252.201245251298,62.9715926357972,243.955986402929,65.8618477692512,1,-117.12260725975,579,18652,260.008732075393,179.029646160137,26,100,2677,7
269.746311113089,74.8040646374702,243.955986402929,65.8618477692512,1,-192.431118993759,662,21310,259.894644382074,171.348753908575,26,100,2658,8
254.616115232371,53.5748201536697,243.955986402929,65.8618477692512,1,-251.390571460724,745,23987,272.588056786358,174.80842257496,26,100,2677,9
263.530908096228,70.0724841003152,243.955986402929,65.8618477692512,1,-240.149710388184,827,26631,255.670808306187,171.921649445817,26,100,2644,10
244.963049324155,63.6451400489375,243.955986402929,65.8618477692512,1,-241.926360931396,910,29294,255.912936645858,168.349677870199,26,100,2663,11
255.894845018238,74.4080747561137,243.955986402929,65.8618477692512,1,-221.136456604004,993,31953,253.627581343502,172.368136331281,26,100,2659,12
251.258692953512,57.8936331902943,243.955986402929,65.8618477692512,1,-255.870044727325,1076,34630,244.116414146274,167.335487544835,26,100,2677,13
238.273022914231,63.2683395611289,238.273022914231,63.2683395611289,14,-217.396811466217,1159,37287,237.425942077115,163.303190585706,26,100,2657,14
249.15978614293,57.44870333942,238.273022914231,63.2683395611289,14,-205.186470375061,1242,39950,252.829290015548,171.76234755531,26,100,2663,15
241.104001224935,55.6408429266773,238.273022914231,63.2683395611289,14,-235.307082061768,1325,42609,254.476906009614,175.370716425627,26,100,2659,16
243.497961562276,55.3025085356832,238.273022914231,63.2683395611289,14,-229.207111091614,1408,45277,244.524615860432,171.005565801114,26,100,2668,17
242.447759425491,61.307847782507,238.273022914231,63.2683395611289,14,-238.225866470337,1490,47927,240.937477651611,167.999465708211,26,100,2650,18
247.692615599073,59.7647494155338,238.273022914231,63.2683395611289,14,-252.113508987427,1573,50591,239.183261817098,165.562526032478,26,100,2664,19
256.477362039238,55.9287402158814,238.273022914231,63.2683395611289,14,-275.005909194946,1656,53257,247.808776506334,171.074427493177,26,100,2666,20
248.533199896589,52.6280691644605,238.273022914231,63.2683395611289,14,-302.424630241394,1739,55922,253.677709756345,169.759153849408,26,100,2665,21
246.149762998,63.815493021931,238.273022914231,63.2683395611289,14,-249.498536987305,1822,58580,238.015992587581,161.396328826391,26,100,2658,22
244.612436977029,61.4109218955574,238.273022914231,63.2683395611289,14,-221.70806974411,1905,61261,242.052151463926,169.55172678899,26,100,2681,23
252.353025806323,62.5977713805941,238.273022914231,63.2683395611289,14,-257.442996425629,1988,63940,243.623040684126,167.644597635642,26,100,2679,24
242.023096092194,61.6812337425348,238.273022914231,63.2683395611289,14,-284.290230407715,2071,66603,241.184087528363,167.547636217289,26,100,2663,25
237.771310736164,59.537649586314,237.771310736164,59.537649586314,26,-259.64901058197,2154,69287,253.748422855884,174.083135312814,26,100,2684,26
244.205255693793,57.4358648445333,237.771310736164,59.537649586314,26,-200.955502853394,2237,71946,227.216155160367,163.269017539099,26,100,2659,27
252.47398899857,70.1889625559259,237.771310736164,59.537649586314,26,-174.985908193588,2320,74613,234.436257660836,165.46729406558,26,100,2667,28
251.710701376498,67.0148207322771,237.771310736164,59.537649586314,26,-210.941266651154,2403,77296,240.321484138034,166.833529374264,26,100,2683,29
247.413216331303,56.8824490155782,237.771310736164,59.537649586314,26,-248.197058525085,2486,79966,242.267463291585,168.175402983855,26,100,2670,30
261.020409025312,71.5221420015546,237.771310736164,59.537649586314,26,-293.210113334656,2569,82634,252.501861386001,172.084051043093,26,100,2668,31
244.533409247547,62.00882911415,237.771310736164,59.537649586314,26,-321.426939620972,2652,85297,260.760579265654,174.676948370808,26,100,2663,32
253.218914696127,57.2089849454277,237.771310736164,59.537649586314,26,-383.658258209228,2735,87957,255.447960436977,170.662377429931,26,100,2660,33
246.34876851365,54.3168636698373,237.771310736164,59.537649586314,26,-345.676183509827,2817,90608,251.829775858223,168.425138423834,26,100,2651,34
247.813895466179,54.2077834101844,237.771310736164,59.537649586314,26,-323.414769744873,2900,93273,256.4908437052,169.557391250664,26,100,2665,35
251.58193942517,56.5656086563973,237.771310736164,59.537649586314,26,-354.241654968262,2983,95932,249.018723505735,164.894293668047,26,100,2659,36
240.165805389956,56.0807033813202,237.771310736164,59.537649586314,26,-317.4211769104,3066,98605,246.669617757066,169.506666071415,26,100,2673,37
252.32052794233,60.6442858849631,237.771310736164,59.537649586314,26,-336.199068145752,3149,101279,256.834854850322,173.303495792747,26,100,2674,38
256.227365842685,55.7294570456749,237.771310736164,59.537649586314,26,-381.226092681885,3232,103958,254.043827597164,170.236162453424,26,100,2679,39
256.113730232194,58.1409437342872,237.771310736164,59.537649586314,26,-384.75337097168,3315,106627,246.914471212914,166.521764171189,26,100,2669,40
