test_reward,test_reward_std,best_reward,best_reward_std,best_epoch,loss,gradient_step,env_step,rew,bl_rew,len,n/ep,n/st,epoch
273.99728445,50.91294627499763,273.99728445,50.91294627499763,2,-0.4304899257421493,25000,804621,280.24853718,194.97983132,40,10000,402162,2
276.05930244000007,50.51945628803121,273.99728445,50.91294627499763,2,-8.98854839168489,37500,1206649,273.79077320000005,194.97983132,40,10000,402028,3
279.77037769,50.48318477148809,273.99728445,50.91294627499763,2,-18.40212084889412,50000,1608594,275.74712325,194.97983132,40,10000,401945,4
287.07640968,50.16925377807691,273.99728445,50.91294627499763,2,-70.98728136181832,62500,2010439,278.9103802,194.97983132,40,10000,401845,5
286.99604521,50.66649469925864,273.99728445,50.91294627499763,2,-71.1675260603428,75000,2412468,286.29109958,194.97983132,40,10000,402029,6
290.15346042000004,50.88770699848378,273.99728445,50.91294627499763,2,-81.23170349121094,87500,2814578,286.72787592000003,194.97983132,40,10000,402110,7
289.73931292,50.07627680312039,273.99728445,50.91294627499763,2,-125.34039326667784,100000,3217136,289.5129142,194.97983132,40,10000,402558,8
289.55027283,49.763845523813,273.99728445,50.91294627499763,2,-121.42613337039948,112500,3619729,289.61732832000007,194.97983132,40,10000,402593,9
291.05378727000004,51.26078298046485,273.99728445,50.91294627499763,2,-103.49214028835296,125000,4022083,290.36973689,194.97983132,40,10000,402354,10
291.94923105,51.31197658313409,273.99728445,50.91294627499763,2,-132.96752497196198,137500,4424280,290.82593199,194.97983132,40,10000,402197,11
291.49735384,50.69966165993153,273.99728445,50.91294627499763,2,-168.24125567913055,150000,4826390,291.40533384,194.97983132,40,10000,402110,12
293.33518813,50.82593821164167,273.99728445,50.91294627499763,2,-158.74103480815887,162500,5228427,290.72027002,194.97983132,40,10000,402037,13
291.06190916,50.80898112901486,273.99728445,50.91294627499763,2,-136.05165969610215,175000,5630304,293.23086824,194.97983132,40,10000,401877,14
289.5414443,49.95042248516973,273.99728445,50.91294627499763,2,-102.28737267255784,187500,6032080,290.05053490999995,194.97983132,40,10000,401776,15
290.06891174,51.5510942864218,273.99728445,50.91294627499763,2,-134.56728315353394,200000,6433922,289.11615497,194.97983132,40,10000,401842,16
294.45442692,50.628459606656605,273.99728445,50.91294627499763,2,-72.9707764351368,212500,6835744,289.64181347000005,194.97983132,40,10000,401822,17
297.0431931,51.65795616881704,273.99728445,50.91294627499763,2,-81.69559358477592,225000,7237541,293.4281253500001,194.97983132,40,10000,401797,18
298.12066692,52.92177991656214,273.99728445,50.91294627499763,2,-142.72870978355408,237500,7639420,296.7871704,194.97983132,40,10000,401879,19
301.43505671,52.8677969513652,273.99728445,50.91294627499763,2,-83.0253335905075,250000,8041436,297.84912004,194.97983132,40,10000,402016,20
303.69326174,53.43520374827779,273.99728445,50.91294627499763,2,-161.3066100502014,262500,8443458,300.70017145,194.97983132,40,10000,402022,21
299.87332254999995,52.33166916331583,273.99728445,50.91294627499763,2,-117.47790168046951,275000,8845655,302.58814302,194.97983132,40,10000,402197,22
296.85567175999995,53.56709124160318,273.99728445,50.91294627499763,2,-185.6959700214863,287500,9247936,298.84017157999995,194.97983132,40,10000,402281,23
296.65979155,52.30232144619613,273.99728445,50.91294627499763,2,-120.0999032521248,300000,9650123,295.13375616,194.97983132,40,10000,402187,24
296.9291955,53.70943037030581,273.99728445,50.91294627499763,2,-109.68732902526855,312500,10052443,296.52551042,194.97983132,40,10000,402320,25
296.55365601000005,51.83995530225268,273.99728445,50.91294627499763,2,-88.33979017615319,325000,10454684,296.60196098,194.97983132,40,10000,402241,26
300.91099337,55.42395803339236,273.99728445,50.91294627499763,2,-130.02928816080097,337500,10856975,296.57889326,194.97983132,40,10000,402291,27
302.57951828,54.3934198240232,273.99728445,50.91294627499763,2,-124.25395681500434,350000,11259353,299.60625475000006,194.97983132,40,10000,402378,28
297.03874801,54.01105695800197,273.99728445,50.91294627499763,2,-100.58805436968804,362500,11661706,300.09322319,194.97983132,40,10000,402353,29
